age,income,region,job_type,owns_car,amount_spent,score,target
23,58963,West,Admin,1,1203,0.8615503586518115,1
52,32627,South,Tech,1,431,0.9812776297549515,0
32,75146,South,HR,1,806,0.33244094284304665,0
63,76914,South,Admin,1,1091,0.5517321463145339,1
22,66183,North,Tech,1,1189,0.4056354028607979,0
64,55877,West,Tech,1,1327,0.6992963063143999,1
53,49508,South,Admin,0,377,0.0,0
37,43014,West,Tech,0,700,0.6824684360167109,0
66,55000,West,Admin,0,693,0.29549128204428704,0
55,64944,North,HR,1,528,0.4309546508143307,0
60,26107,East,HR,1,1134,0.6588476252590193,0
51,46535,South,Tech,0,1356,0.705691957202769,0
22,64764,North,Sales,0,1129,0.7039581640689969,0
55,28874,East,Admin,1,1226,0.3809472299238862,0
38,46287,East,Tech,1,1061,0.711418600232509,0
23,63987,North,Sales,1,907,0.8043771269074611,1
55,44187,West,Sales,0,1547,0.005644436599566774,0
34,38334,South,Admin,1,847,0.6247892213928866,0
52,57158,West,Admin,0,1004,0.1559429701145136,0
41,54029,South,Admin,0,1234,0.2466900643289692,0
40,52130,East,Tech,1,845,0.4112015151012201,0
32,29728,East,Sales,0,812,0.0,0
27,42351,East,HR,1,470,0.2766591407848117,0
59,13636,East,Admin,0,1272,0.0728210263607136,0
43,57413,North,Admin,0,727,0.6332234966080276,0
24,52495,South,Tech,1,1524,0.682360945338975,0
59,58392,East,Sales,0,713,0.5473825956063781,0
40,51804,South,Tech,1,626,0.7960216862728469,0
49,42819,South,HR,1,145,0.7824299585531137,0
60,46537,South,Tech,0,1354,0.7923808950201244,0
37,51152,North,Admin,1,356,0.28797449765050215,0
31,54608,North,Admin,0,852,0.7549334471355984,0
62,26440,North,Admin,0,975,0.12464247287321377,0
57,22458,South,HR,1,1240,0.2945255014315178,0
30,11134,South,Admin,0,1020,0.7146602474720608,0
46,72704,West,HR,1,1145,0.21956256076212544,0
40,7272,South,Tech,1,735,0.8445732734798413,0
25,44964,North,HR,1,840,1.0,0
41,45463,West,Sales,1,1439,0.828983515916701,0
29,37512,South,Tech,0,1522,0.32810881841105893,0
63,52937,South,Tech,1,1293,0.37760004627139754,0
22,39673,North,Sales,1,837,0.15209344877527545,0
42,49774,West,Sales,1,906,0.2920592397196478,0
61,25321,North,Sales,0,1547,0.7098984739641799,0
22,72444,East,Sales,0,425,0.8482336252239611,0
33,49480,East,HR,1,1213,0.1527924578255125,0
46,38967,South,Admin,1,1349,0.8312956793998064,0
24,69173,South,Tech,0,637,0.21262227420159988,0
16,72928,East,HR,1,540,0.5399464870843536,1
28,56297,East,HR,0,1077,0.19064569803951734,0
33,35170,South,Sales,0,1257,0.8147068511980416,0
49,55921,West,Admin,0,849,0.5632549328586761,0
20,66184,North,Tech,1,1192,0.4711423723965311,0
56,74980,South,HR,0,939,0.7300181137269531,0
30,60446,North,Admin,1,1972,0.9285945237165032,1
25,64040,North,Admin,1,880,0.33266416741618626,0
50,54003,South,HR,1,1052,0.0720746804907978,0
59,58829,South,Tech,1,1025,0.7428250675540812,1
24,55732,West,HR,0,760,0.6841638499675267,0
25,55567,South,Admin,0,663,0.41712280017950076,0
41,35327,West,HR,0,865,0.3322454262657792,0
57,42132,West,Sales,1,1226,0.9247516625325719,0
44,39031,West,Admin,1,663,0.11294916869092882,0
27,68412,West,Admin,1,1053,0.649939422877826,1
54,33202,North,HR,0,1407,0.5052118129873883,0
28,40437,North,Admin,1,640,0.3202083208929178,0
59,39496,North,Tech,0,1450,0.47817855466229187,0
59,58291,East,HR,0,1040,0.5356255906546045,0
60,52942,South,Tech,1,1300,0.5189653197911418,0
26,36168,North,HR,1,810,0.06795257242548777,0
32,66327,South,HR,1,960,0.5430113163348191,1
29,41611,East,HR,0,1286,0.5776903086496559,0
26,33450,South,Tech,1,949,0.6272492580652809,0
53,77703,East,Tech,0,1379,0.49781736010164696,0
47,41696,North,Tech,0,757,0.9675106019410218,0
58,35490,West,HR,1,1681,0.08514707233719555,0
17,72941,North,HR,0,544,0.6892567473762767,0
60,70858,East,Admin,1,710,0.8154354840092858,1
62,58397,East,Sales,0,709,0.5051237739018407,0
18,64721,West,Tech,1,1123,0.9450790393432746,1
25,64036,North,Admin,1,889,0.41042492350753335,0
42,60667,West,Admin,0,909,0.007413700114935723,0
20,54934,West,Sales,1,1540,0.5349257651975382,0
41,47239,South,Sales,1,1442,0.27696778960240204,0
32,47342,South,Tech,1,1359,0.57061613463153,0
61,52204,West,Sales,0,1171,0.3170160129534637,0
48,28789,North,Tech,0,617,0.5258848552261812,0
39,46284,South,Tech,0,1025,0.22693360133364368,0
37,59526,North,Tech,0,843,0.4138054976141374,0
45,49063,East,Admin,1,1311,0.7632262336596102,0
24,21998,South,Tech,1,469,0.9240086214237472,0
19,39432,West,Tech,0,781,0.08842997393433027,0
39,17711,East,Tech,0,894,0.9618457062299334,0
33,49140,West,HR,0,1291,0.3071463058892342,0
28,49905,West,Tech,1,1008,0.5930936296339369,0
67,34298,West,Admin,0,1014,0.18301964502876356,0
40,56323,South,Admin,1,926,0.22998733637348306,0
22,45361,North,Tech,0,1311,0.05196178418458355,0
41,59457,East,Admin,0,1317,0.33045645235581356,0
35,26449,South,HR,1,714,0.43534618436395606,0
32,52669,West,HR,1,1450,1.0,0
54,60696,South,HR,1,2176,0.8665134667806133,1
35,80198,North,Tech,0,1612,0.1259851357472408,0
25,44407,North,Sales,1,1252,0.4338234286167317,0
36,46296,East,Tech,1,1061,0.8373080590220839,0
56,73688,North,Tech,0,892,0.2415589971978548,0
57,53841,North,Tech,1,1020,0.9579908058757296,0
25,44444,East,HR,0,1195,0.8618538651363719,0
37,63046,East,Tech,1,534,0.9741517573234808,1
31,60788,East,HR,1,1119,0.7231332942656927,1
60,58542,East,Admin,1,972,0.5371245864222769,0
16,64724,West,Tech,1,1116,0.8805203617334515,1
37,39967,East,Sales,1,794,0.5791734692848403,0
45,49859,South,Admin,1,1127,0.310445500179193,0
30,53129,East,Admin,0,1060,0.34149882605277354,0
24,67230,South,Sales,0,1261,0.5528709541642418,0
51,41541,East,HR,0,723,0.6209583854285647,0
38,28533,North,HR,0,1151,0.7152657561073934,0
40,29971,South,Tech,0,1184,0.15787888641771314,0
56,12923,West,Admin,0,979,0.23629038991543927,0
42,59530,North,Tech,0,845,0.38021522508944233,0
49,51142,North,HR,1,973,0.2550176316740644,0
21,73129,North,Tech,1,958,0.7317732165621328,1
42,17012,East,Tech,0,820,0.01991089440984554,0
50,35612,East,Tech,1,1046,0.09994279248953059,0
26,45963,South,Tech,0,668,0.8847057564946456,0
45,47630,East,HR,0,1442,0.5795142137076219,0
42,44580,North,Admin,0,988,0.46375904693359893,0
48,76938,South,Tech,1,1493,0.33664542157847444,0
51,65793,West,Admin,0,598,0.8469196820489094,0
45,73212,East,Sales,0,1058,0.5555113903211817,0
43,65597,East,Tech,0,726,1.0,0
56,59645,East,HR,1,718,0.6064632978151414,1
29,84061,West,HR,1,717,0.3208937007358213,0
41,48052,West,HR,1,1269,0.5871540934166355,0
58,46381,East,Tech,1,815,0.30755674824941476,0
51,70705,East,HR,1,1434,0.5058489155707898,0
55,56385,West,Sales,0,1215,0.8218954004650478,0
36,63159,South,Tech,1,440,0.33208057371375616,0
34,11139,South,Admin,0,1013,0.7129519938050604,0
25,58371,West,HR,1,1493,0.6427877768388858,1
36,40625,North,Sales,1,1138,0.8434331230215206,0
47,80926,West,Tech,0,841,0.4785641565481197,0
56,33952,West,Tech,0,511,0.9688487984883799,0
29,47215,East,Sales,0,1686,0.4578359514884315,0
24,43442,West,HR,1,956,0.11870297243988798,0
49,53332,West,Tech,1,541,0.7608576280182341,0
59,50422,North,HR,0,756,0.5143818811325098,0
51,63857,West,Admin,1,865,0.07111316318301218,0
45,65660,North,Tech,1,1130,0.3205595507658217,0
61,34331,North,HR,0,1125,0.11252144501470401,0
60,71137,North,Sales,1,804,0.4417054279663273,0
15,64346,South,HR,1,840,0.8243852050131152,1
24,47714,East,Admin,0,939,0.3134655136968051,0
46,55983,East,Admin,1,498,0.7181146237648166,1
33,65602,East,Tech,0,721,0.9617726457806479,0
29,51238,West,Tech,1,850,0.6255565238682096,0
48,67860,East,Sales,0,1756,0.8373290010226672,0
54,39973,North,Tech,0,1363,0.5015183127687719,0
51,42740,West,HR,1,1375,0.6943978667870303,0
26,65342,South,HR,1,490,0.5653322327964482,1
49,50778,South,Sales,0,692,0.0,0
64,55003,West,Admin,0,694,0.25786111998900846,0
46,69760,East,HR,1,687,0.9218386404942734,1
17,22971,West,HR,1,770,0.4492079510443414,0
15,24344,East,HR,0,859,0.760822034626303,0
30,39601,East,Admin,1,977,0.30964184248235893,0
32,48754,East,HR,1,810,0.6270852072021273,0
50,66285,North,Sales,0,1388,0.2665743033396507,0
18,43213,South,Sales,0,636,0.776766297290952,0
34,42038,East,HR,0,878,0.5089339790455834,0
30,58479,North,Tech,0,1352,0.1630656918721724,0
37,48755,East,HR,1,808,0.6389566361318684,0
37,60630,North,Sales,0,781,0.07896984349930054,0
53,60699,South,HR,1,2178,0.8924190948557411,1
21,49948,East,Tech,1,365,0.19073648816636413,0
62,33207,North,HR,0,1401,0.4548577853421869,0
56,66618,East,Sales,0,893,0.34843187200481773,0
40,78712,East,Admin,0,1701,0.8746396408408663,0
33,43311,South,Admin,0,762,0.42142512272709803,0
26,42348,East,HR,1,462,0.29527583688534675,0
39,23904,North,Tech,1,1213,0.10249458044549908,0
64,25316,North,Sales,0,1537,0.6135189609575127,0
48,53582,East,Tech,0,721,0.12462327062230645,0
15,45573,West,Admin,0,470,0.039654204133513234,0
61,25080,East,Sales,0,952,0.7398454533119807,0
48,51990,West,Admin,0,484,0.13364599759894014,0
29,40227,North,Sales,0,1114,0.2942768789957716,0
38,55077,West,Tech,1,1178,0.07620861794018709,0
27,86689,West,Sales,1,986,0.7812077832136036,1
44,64882,East,Admin,0,734,0.022794248005905567,0
43,39897,North,Sales,0,1072,0.28643102896599687,0
59,35150,North,Sales,1,1593,0.5869027412545899,0
30,60779,East,HR,1,1120,0.7094124350528735,1
27,31230,South,Sales,1,665,0.2531017032927705,0
25,52729,South,Tech,1,991,0.35811256955097226,0
39,41632,East,Tech,0,1045,0.6635956511882881,0
35,43007,West,Tech,0,697,0.6803853613854658,0
55,35609,East,Tech,1,1048,0.2161217467443166,0
55,66283,North,Sales,0,1385,0.3286445117241266,0
35,51934,West,Sales,1,1510,0.8931354023925704,0
49,80148,West,Admin,1,925,0.019398374879814172,0
37,47491,West,Tech,0,761,0.15689285457628582,0
48,41346,West,Sales,0,941,0.5562971892646842,0
35,42164,South,Sales,1,840,0.0,0
39,26661,North,Tech,0,644,0.09061429088414116,0
25,68129,South,Sales,0,1403,0.4478600545152136,0
29,27820,North,Admin,0,1072,0.14866226454098716,0
51,42242,East,Tech,0,249,0.6319091486133835,0
41,77732,West,Admin,1,845,0.9335473194161528,1
56,47835,West,HR,1,1368,0.9093405435401241,0
36,44559,North,Admin,1,703,0.7235027996293772,0
62,43880,North,HR,0,910,0.925115110168829,0
46,39226,West,Tech,0,1126,0.7250556863588619,0
21,44435,East,HR,0,1190,0.8097108848592965,0
47,23591,North,Tech,0,1096,0.928368898517373,0
42,36443,South,Tech,1,372,0.8461285961308243,0
40,60119,West,Tech,1,785,0.6025512339360942,1
60,52936,South,Tech,1,1297,0.41095469818833,0
30,68834,South,HR,0,864,0.226174129147066,0
38,7266,South,Tech,1,740,0.8442770736239085,0
28,27816,West,Admin,0,861,0.23649223379693785,0
50,38664,East,Admin,0,929,0.7687239458698945,0
47,44565,East,Sales,0,725,0.9251982332914377,0
39,64457,South,Admin,0,1486,0.9858978433936697,0
58,33446,North,Admin,0,1112,0.37672070784814765,0
24,72930,East,HR,1,535,0.55903838131976,1
48,72698,West,HR,1,1145,0.15844798574303903,0
54,36582,South,Tech,1,1166,0.5080361073375671,0
18,29597,East,Admin,1,937,0.38176745316549854,0
59,43333,South,HR,0,1277,0.1455840602416365,0
18,55656,East,Tech,0,840,0.6240712476857814,0
49,59000,South,Tech,1,951,0.36520642660379204,0
56,47492,West,Admin,0,607,0.8259982017065651,0
60,53739,South,Admin,1,1148,0.5917243541206522,0
59,68009,North,HR,1,592,0.6571506103822659,1
42,26444,South,HR,1,715,0.4357061889316599,0
52,50845,South,Tech,0,1448,0.8146581090777534,0
38,34400,South,Sales,0,1125,0.5928727591240425,0
59,25324,North,Sales,0,1540,0.6460335928300451,0
21,69529,South,Sales,1,706,0.4955144677291093,0
19,48516,West,Sales,1,883,0.7842179000615517,0
57,59813,South,Tech,1,914,0.16856510654378867,0
44,63341,East,HR,1,1133,0.3090615016098817,0
28,43485,East,HR,0,829,0.8558343540016645,0
23,18898,South,HR,0,360,0.12770131210171448,0
56,56382,West,Sales,0,1218,0.824436586740626,0
35,78214,South,Sales,0,356,0.4579264887425682,0
22,58362,West,HR,1,1493,0.6526770723455383,1
54,54537,East,Sales,1,590,0.05632079461533278,0
43,68286,West,Admin,1,1436,0.06621494601209678,0
56,42743,West,HR,1,1376,0.6875563067186569,0
60,55532,North,Tech,1,652,0.42989284772003783,0
22,54283,West,Admin,1,1229,0.5007191106555292,0
59,50510,East,HR,0,1323,0.33198099707979845,0
63,33781,South,HR,1,827,0.6621511433740233,0
15,49949,East,Tech,1,357,0.2782948316565974,0
26,76963,North,Sales,0,766,0.6910171933366952,0
40,58371,East,Tech,1,969,0.8587595998455103,1
46,51790,West,HR,0,1097,0.21334195421829125,0
20,53539,East,HR,0,767,0.0,0
63,74584,East,Admin,1,659,0.7187459551050888,1
22,56280,West,Sales,0,1043,0.42094589001263694,0
59,37244,East,Tech,1,1249,0.6077313247707741,0
47,55897,West,Tech,0,1538,0.4331243655817023,0
48,44318,South,Tech,0,858,0.4498931945407514,0
37,6555,South,Admin,1,1132,0.06336596524185562,0
43,64592,East,Admin,1,1084,0.7601349509347909,1
20,61126,North,Tech,1,1382,0.4643199396003319,0
17,57122,East,HR,1,338,0.4601919052685463,0
60,71309,West,Sales,1,540,0.39328105735420604,0
64,28961,North,Tech,1,617,0.3129332956111023,0
22,45359,East,Sales,1,522,0.3059169361423208,0
50,43685,West,HR,0,936,1.0,0
37,62537,North,Tech,0,1522,0.7313429155010756,0
55,41394,North,Sales,1,809,0.7251090141435977,0
40,58072,East,Sales,1,1183,0.14874054154706967,0
25,57942,South,HR,0,861,0.09299846199212725,0
18,61149,West,Tech,1,1289,0.8367188409818778,1
44,40150,South,Admin,0,877,0.68350346439785,0
29,55741,West,HR,0,763,0.6173865768635954,0
51,53361,West,Sales,1,1065,0.0,0
32,46234,South,Tech,0,1266,0.4634122160752899,0
26,68831,South,HR,0,861,0.26405231537946194,0
39,32446,West,Admin,1,1067,0.2651008422615215,0
36,78152,East,HR,0,1242,0.6042600967034174,0
57,76242,West,Tech,0,836,0.5745724420584452,0
15,64728,West,Tech,1,1125,0.8458746637802095,1
27,82181,North,Tech,0,1334,0.3825221146956622,0
54,37947,North,HR,1,1209,0.505525541555983,0
25,37469,West,HR,1,1138,0.48285871160240074,0
28,80199,North,Tech,0,1611,0.04682281223462215,0
26,54189,North,HR,1,1418,0.32194853868845397,0
66,47403,West,Admin,0,826,0.8911943559254709,0
58,46867,East,Tech,1,653,0.8093006234158703,0
37,82360,South,Sales,0,1692,0.7731411100675546,0
21,69524,South,Sales,1,703,0.3897969823599131,0
42,49393,West,Admin,0,1293,0.246131998456256,0
59,58583,North,Tech,1,1135,0.286618480968727,0
58,56202,South,Admin,1,969,0.41276805929326005,0
18,45571,West,Admin,0,472,0.055426991256976844,0
42,44104,West,HR,0,914,0.5446700718609732,0
36,38046,South,Admin,1,863,0.06365857358183387,0
23,24350,East,HR,0,864,0.7137162849082193,0
31,42065,North,HR,1,998,0.08180223871239992,0
51,75261,West,Sales,0,1177,0.8997736627482408,0
47,89487,North,Tech,0,919,0.8165219460097521,0
42,58343,East,Sales,1,1105,0.6775609272245108,1
21,44429,South,HR,0,1142,0.19151189695404192,0
15,54342,West,HR,1,939,0.5535745530923744,0
31,59236,West,Sales,1,1097,0.3152768718342359,0
59,67840,North,Tech,1,836,0.049582652098918,0
41,71623,South,Sales,0,954,0.95313906292077,0
31,74109,North,Admin,0,1061,0.8419153797712526,0
26,45649,West,Tech,1,983,0.8958718043553472,0
50,53357,West,HR,0,1363,0.20544973358841756,0
26,43481,East,HR,0,822,0.8986607678477562,0
52,61405,North,Sales,0,1549,0.8995005511555338,0
46,60102,North,HR,0,1102,0.6085335962896006,0
47,65561,West,HR,0,966,0.32610857526310544,0
20,36523,North,Tech,0,1144,0.18386638208989356,0
30,64965,North,HR,0,644,0.7126155244806772,0
23,49426,North,HR,0,1320,0.8957341472459205,0
41,67930,West,Admin,1,1009,0.9459530082174838,1
43,56205,North,HR,0,1546,0.8135460868558799,0
29,40205,East,Tech,1,904,0.0002758264951538067,0
41,52975,North,Admin,0,1156,0.9412054198530764,0
51,56883,North,Sales,0,626,0.5254610402826373,0
43,49443,South,Sales,1,719,0.15570932468233267,0
41,39902,North,Sales,0,1077,0.351349680363436,0
32,44964,North,HR,1,830,0.992432146822994,0
52,35908,North,HR,0,1198,0.6674121478048635,0
56,50775,South,Sales,0,697,0.03995933997178053,0
29,26076,North,HR,1,950,0.6076587803003863,0
57,82452,North,Admin,0,1493,0.9286926941693233,0
20,72929,East,HR,1,536,0.5329411012031527,1
33,65757,East,Sales,0,1251,0.6211279133826614,0
52,45380,West,Sales,0,859,1.0,0
29,42353,East,HR,1,465,0.354768676159818,0
35,42065,North,HR,1,1006,0.16000054596716842,0
42,65759,East,Sales,0,1251,0.5630777278575785,0
31,59197,East,Tech,1,1060,0.10651703433710419,0
15,62269,North,Tech,0,255,0.9884830036886464,0
21,49318,East,Sales,0,1396,0.5813896716418258,0
31,41830,East,Sales,1,939,0.5704309278649907,0
50,56716,East,Tech,0,870,0.23982751573284256,0
55,63048,West,Sales,0,1517,0.9398106084606317,0
53,44001,East,HR,0,1312,0.26285413880352526,0
38,51153,North,Admin,1,357,0.23586742018295812,0
13,63428,West,Admin,1,1129,0.03729398137384189,0
33,64970,North,HR,0,646,0.7844108696473178,0
53,23322,East,Admin,1,1114,0.17865811712529656,0
23,71655,East,Sales,0,787,0.7468069585032254,0
14,57294,North,HR,0,626,0.3800232412309663,0
48,51709,South,HR,1,969,0.3405022406134435,0
61,63782,South,Tech,1,1100,0.5010368910820362,1
49,46393,South,HR,0,377,0.2590934653215436,0
51,71140,North,Sales,1,798,0.4314112699179103,0
49,41351,West,Sales,0,943,0.694493987419589,0
20,70329,South,Tech,1,905,0.2264932634321248,0
26,68127,South,Sales,0,1400,0.38881147437268837,0
46,59493,West,HR,0,1204,0.296112961910107,0
36,40648,North,Tech,1,1097,0.18404447936988672,0
58,56904,West,Sales,0,755,0.37513291318085173,0
17,49426,North,HR,0,1312,0.9768910902657689,0
44,53582,East,Tech,0,712,0.10228448818198861,0
45,28903,East,Sales,0,671,0.9033229054888342,0
32,26443,South,HR,1,716,0.39993957878127007,0
45,35028,North,HR,1,904,1.0,0
46,55139,North,Sales,1,880,0.2476377685636394,0
33,33115,East,HR,0,579,0.5378605192420823,0
25,64011,East,Tech,0,1032,0.01338017869135933,0
39,42334,South,HR,0,911,0.2123626779612248,0
48,49297,East,Tech,1,737,0.19465746266983358,0
63,49189,North,HR,0,931,0.05203454833036564,0
46,48649,West,Admin,1,700,0.08299339904579209,0
21,52258,East,Sales,1,1069,0.3266461270144734,0
56,62237,East,Sales,0,948,0.637282304758339,0
25,55936,West,Admin,0,1015,1.0,0
49,44558,East,Sales,0,721,0.837966229290793,0
41,45467,West,Sales,1,1442,0.9688180008064399,0
36,28274,North,Sales,1,972,0.17929985535358928,0
27,55281,West,HR,1,1138,0.25468950175798866,0
50,40419,West,Admin,1,457,0.3275683593266034,0
24,30574,North,Tech,1,1347,0.37680507585662104,0
33,71702,West,Admin,0,876,0.5163805725638683,0
43,59528,North,Tech,0,841,0.44442056802499974,0
34,49018,East,Tech,0,924,0.8478863557530648,0
34,59581,South,Sales,0,1475,0.47101242674816557,0
27,57614,North,Tech,1,985,0.6390307121019811,1
63,69917,South,HR,0,593,0.09064026080614329,0
54,22451,South,HR,1,1242,0.1203567301606073,0
47,86825,South,Admin,0,1062,0.500413697419883,0
51,38671,East,Admin,0,925,0.7359463887754686,0
34,78155,East,HR,0,1246,0.5321142377816255,0
20,65212,East,Admin,1,513,0.7988682230454893,1
45,34679,East,Tech,0,788,0.5145696763072597,0
21,72551,East,Sales,0,1211,0.5979739516824106,0
51,51708,South,HR,1,965,0.2927695532415219,0
68,45425,North,Sales,0,1623,0.7200330454514533,0
69,62504,East,HR,0,1572,0.30548854005072823,0
56,45541,South,Tech,0,843,0.8155334117080424,0
48,59117,West,Tech,0,428,0.3803863942581198,0
58,39493,North,Tech,0,1445,0.49360064647539686,0
60,72146,East,Sales,1,1356,0.4734391322412609,0
21,84787,South,Sales,1,1460,0.3166034755641242,0
62,37240,East,Tech,1,1247,0.5631062996364261,0
53,54194,West,HR,0,986,0.0824240969003033,0
40,78222,South,Sales,0,361,0.5300334053694764,0
14,54342,West,HR,1,943,0.43310692890712577,0
44,63916,East,Tech,1,719,0.8721433518008966,1
66,55714,North,Admin,0,1180,0.8336921411282505,0
55,38450,West,Tech,1,884,0.5231605851452371,0
32,53121,East,Admin,0,1050,0.34843690850039244,0
49,39422,South,HR,1,865,1.0,0
53,43688,West,HR,0,946,0.9766546431774223,0
57,10235,South,Admin,0,1089,0.6242536726755823,0
44,55138,North,Sales,1,882,0.08149219538692319,0
41,70698,East,HR,1,1434,0.48703674542773967,0
44,44008,East,HR,0,1314,0.22517129746334108,0
46,58152,East,Admin,0,1067,0.3772061756922465,0
28,47195,East,Tech,1,687,0.7349007519324215,0
39,34022,West,HR,1,940,0.8488071730466903,0
43,27714,East,Sales,0,887,0.19892111280597347,0
51,39926,West,Tech,0,1583,0.5181808670491349,0
53,74631,East,Admin,1,785,0.6375731207381555,1
56,47191,South,HR,0,1362,0.2437023072005816,0
36,63088,North,Sales,0,893,0.18273240538924534,0
28,62531,North,Tech,0,1525,0.6677234650561117,0
60,60883,West,Admin,0,977,0.8055602094851755,0
31,55193,North,Tech,0,1161,0.2846724295406276,0
16,61349,North,Tech,0,964,0.17431075335196802,0
41,41539,North,Tech,1,736,0.9497796282420072,0
63,53510,West,Tech,0,383,0.3958501186309853,0
58,56804,South,Tech,0,1368,0.2753148595357593,0
64,52935,South,Tech,1,1299,0.44743699623731825,0
26,41274,South,Admin,1,959,0.19182019586962518,0
20,9541,North,Tech,1,789,1.0,0
40,81136,North,HR,1,774,0.9153670863113914,1
38,55992,West,HR,0,1049,0.6935257141119439,0
64,41440,South,Tech,0,1095,0.6190876784954328,0
45,38213,East,Sales,0,1153,0.7092185252314379,0
26,69523,South,Sales,1,712,0.5072222454469506,0
16,57297,North,HR,0,628,0.5402182654443398,0
27,41828,East,Sales,1,946,0.5416592144701248,0
61,35154,North,Admin,1,1573,0.7200427328676107,0
64,43506,South,Sales,1,1137,0.7545344593508987,0
39,40852,South,Admin,1,446,0.08996905886172751,0
46,43702,West,Sales,1,712,0.8164904598505499,0
19,44431,South,HR,0,1140,0.16845790619055268,0
50,71140,North,Sales,1,800,0.48490242770324354,0
63,38029,South,HR,0,1037,0.6481554412172972,0
51,81154,West,Sales,0,1103,0.8703362954689902,0
13,43069,West,Admin,0,579,0.3064572653951164,0
37,36217,South,Tech,0,1050,0.4860268134024899,0
41,36442,South,Tech,1,363,0.8849208755607135,0
28,55733,West,HR,0,759,0.6278761437890122,0
59,49186,North,HR,0,929,0.11547502857909928,0
46,46862,East,Tech,1,611,0.1312117579170167,0
44,52800,South,Admin,1,1276,0.6004149208321685,0
39,55823,West,Sales,1,1358,0.18333266489821085,0
33,20024,East,Admin,0,1107,0.6257620648838467,0
62,40808,East,Tech,1,780,0.7157434084257357,0
41,80086,East,Tech,1,1087,0.32244464994051153,0
35,58340,East,Sales,1,1108,0.6362369014606195,1
60,32621,South,Tech,1,437,0.9170019825783078,0
29,66900,East,Admin,1,1142,0.3244189110793901,0
58,37242,East,Tech,1,1251,0.573652360428134,0
55,26651,North,Admin,0,903,0.25991743196694034,0
69,34293,West,Admin,0,1013,0.2617623774834215,0
56,66291,North,Sales,0,1382,0.19024437956352505,0
24,64245,West,HR,0,443,0.5815191424978178,0
45,77185,West,HR,1,1060,0.4661346509968161,0
64,33447,North,Admin,0,1109,0.32483822600449774,0
31,29492,North,HR,0,966,0.17782342797337392,0
37,20505,South,HR,1,1084,0.8359487219671343,0
61,65702,West,Admin,0,443,0.2975017033672598,0
54,58119,North,Admin,1,342,1.0,1
38,59481,East,Sales,1,1218,0.6040214671652753,1
67,50515,East,HR,0,1321,0.3553322242387338,0
45,49620,South,HR,1,737,0.07246843500996782,0
49,38446,West,Tech,1,887,0.6035249769154816,0
50,67830,North,Tech,1,841,0.09246855825617177,0
25,40912,South,Tech,1,1371,0.9524294170650618,0
32,74106,North,Admin,0,1064,0.8227956419112524,0
38,88402,West,Tech,1,587,0.26946279632570336,0
59,31329,South,Sales,1,1106,1.0,0
49,63861,West,Admin,1,867,0.15916777123016068,0
49,30809,West,Sales,1,1238,0.45217467910239395,0
51,86829,South,Admin,0,1056,0.5334840061953008,0
35,65480,West,Admin,0,434,0.1950679538313921,0
31,38688,North,HR,0,956,0.09415048526853939,0
61,33559,North,Sales,1,1025,0.0,0
35,68020,West,Tech,1,849,0.6364797350080938,1
41,7267,South,Tech,1,740,0.8784328942860894,0
39,23904,North,Tech,1,1214,0.05480419103806307,0
47,55905,West,Tech,0,1535,0.3964277856342011,0
44,64585,East,Admin,1,1084,0.7169008166918542,1
38,48332,North,Sales,1,1293,0.7224936705956454,0
44,39110,East,Sales,0,1520,0.8616657517230777,0
63,28960,North,Tech,1,616,0.2945398528787062,0
23,62342,West,Tech,0,818,0.4021050545100458,0
57,60993,East,Tech,0,1330,0.7621031153053713,0
22,41616,East,HR,0,1286,0.5033386459871184,0
27,82175,North,Tech,0,1335,0.2940135012738343,0
32,62531,North,Tech,0,1531,0.7183813702040347,0
29,28280,North,Sales,1,971,0.014853349637800897,0
39,35479,North,Sales,0,876,0.7938226966858932,0
24,35359,South,Admin,0,837,0.35447971443737564,0
44,49614,South,HR,1,741,0.11628542557990404,0
21,36147,North,Sales,1,752,0.33808865160965107,0
60,67846,North,Tech,0,913,0.3369779339358441,0
37,75034,North,HR,1,1248,0.9908156512850471,1
54,46795,East,HR,0,1357,0.8979210908798158,0
44,56854,South,Admin,0,1042,0.786252393074622,0
61,67785,East,Sales,0,950,0.22152233952528214,0
46,56604,South,Admin,0,1130,0.9201279554367096,0
58,66763,East,Admin,1,475,0.26202819120310483,0
32,39968,East,Sales,1,786,0.6664222496598671,0
19,84369,North,Tech,1,642,0.29470564244816866,0
23,50276,East,Tech,0,819,0.4681362631421042,0
36,46607,North,Sales,1,395,0.7121732508258849,0
66,55533,North,Tech,1,650,0.47077909362209747,0
39,64937,East,HR,0,1202,0.0,0
31,50966,East,Sales,1,1626,0.5076312821594202,0
60,53611,North,Sales,1,1114,0.3099619249657817,0
65,63791,South,Tech,1,1099,0.5867767018532993,1
53,53260,East,Sales,0,727,0.6428867022103576,0
25,27815,North,Admin,0,1070,0.3481970671462887,0
39,35329,West,HR,0,859,0.3307196675116675,0
23,29418,West,Tech,1,1576,0.7872502792453802,0
61,26653,East,HR,1,1207,0.9303218749001807,0
66,41665,West,Admin,1,896,0.8210044057573216,0
45,33785,North,Sales,0,1171,0.12656881030479672,0
23,52567,West,Tech,0,1258,0.0876885440648722,0
49,55988,West,Admin,0,977,0.1268586061451915,0
39,58799,West,Sales,1,372,0.7750563127434055,1
25,43350,North,Admin,1,752,0.8365153291962217,0
